#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-27T02:07:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-27T02:07:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/271/19/table3&-order=I&-out=Gaia&-out=RAJ2000&-out=DEJ2000&-out=SNR-G&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=FeH&-out=e_FeH&-out=a/Fe&-out=e_a/Fe&-out=GMag&-out=e_GMag&-out=LFlame&-out=e_LFlame&-out=KIC&-out=Prot&-out=e_Prot&-out=Sph&-out=e_Sph&-out=S-index&-out=e_S-index&-out=SNR&-out=logRHK&-out=e_logRHK&-out=Mass&-out=e_Mass&-out=Age&-out=e_Age&-out=DR7&DR7=DR7&-out=Simbad&Simbad=Simbad&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22710019
#Name: J/ApJS/271/19
#Title: FGK dwarfs from LAMOST DR7 and Gaia DR3 and Kepler (Ye+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	creator=Ye L.	    First author or institution
#INFO	cites=bibcode:2024ApJS..271...19Y	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/271/19	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22710019	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_271_19_table3:
#Name: J/ApJS/271/19/table3
#Title: Sample
#Column	Gaia	(I19)	Gaia DR3 identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-9.3/78] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SNR-G	(F6.2)	[50/748] Spectral S/N per pixel in SDSS g-band	[ucd=stat.snr]
#Column	Teff	(I4)	[5000/6499] Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I2)	[1/38] Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	[3.6/4.8] Log surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F5.2)	[0/0.08] Uncertainty in logg	[ucd=stat.error]
#Column	FeH	(F5.2)	[-1/0.5] Log iron abundance relative to hydrogen	[ucd=phys.abund.Fe]
#Column	e_FeH	(F5.2)	[0/0.1] Uncertainty in FeH	[ucd=stat.error]
#Column	a/Fe	(F5.2)	[-0.07/0.33] Log Alpha element to iron abundance ratio	[ucd=phys.abund]
#Column	e_a/Fe	(F5.2)	[0/0.03] Uncertainty in a/Fe	[ucd=stat.error;phys.abund]
#Column	GMag	(F5.2)	[1.9/6.4] Absolute magnitude in Gaia G band	[ucd=phys.magAbs;em.opt]
#Column	e_GMag	(F5.2)	[0/0.8] Standard error of Gmag	[ucd=stat.error;phot.mag]
#Column	LFlame	(F7)	[0.25/11.7] Stellar luminosity with FLAME pipeline	[ucd=phys.luminosity]
#Column	e_LFlame	(F7)	[0.001/1.1] Standard error of LFlame	[ucd=stat.error]
#Column	KIC	(I8)	[1026838/12935035]? Kepler Input Catalog identifier	[ucd=meta.id.cross]
#Column	Prot	(F5.2)	[0.49/63]? Rotation Period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0.02/10.2]? Uncertainty in Prot	[ucd=stat.error]
#Column	Sph	(F7.1)	[0.2/12192]? Amplitude brightness variations	[ucd=src.var.amplitude]
#Column	e_Sph	(F6.1)	[1/1022]? Uncertainty in Sph	[ucd=stat.error]
#Column	S-index	(F6.3)	[0.13/0.4]? Weight average value of S_L_ index	[ucd=spect.index]
#Column	e_S-index	(F6.3)	[0.002/0.03]? Uncertainty in S-index	[ucd=stat.error]
#Column	SNR	(F6.2)	[100/748]? S-index S/N	[ucd=stat.snr]
#Column	logRHK	(F7.4)	[-8.3/-4.1]? Chromospheric activity index, logR_HK_^+^	[ucd=phot.flux;arith.ratio]
#Column	e_logRHK	(F7.4)	[0.0025/0.06]? Uncertainty in logRHK	[ucd=stat.error]
#Column	Mass	(F5.2)	[0.7/1.4] Mass with grid-based modelling	[ucd=phys.mass]
#Column	e_Mass	(F5.2)	[0/0.2] Uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Age	(F5.2)	[0.1/13.8] Age with grid-based modelling	[ucd=time.age]
#Column	e_Age	(F5.2)	[0.01/4.4] Uncertainty in Age	[ucd=stat.error;time.age]
#Column	DR7	(A3)	Display data from LAMOST DR7 LRS (V/156) within 2"	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
Gaia;RAJ2000;DEJ2000;SNR-G;Teff;e_Teff;logg;e_logg;FeH;e_FeH;a/Fe;e_a/Fe;GMag;e_GMag;LFlame;e_LFlame;KIC;Prot;e_Prot;Sph;e_Sph;S-index;e_S-index;SNR;logRHK;e_logRHK;Mass;e_Mass;Age;e_Age;DR7;Simbad
 621167689658346112;146.40402;+18.21731;100.84;6121;14; 4.20; 0.04;-0.42; 0.04; 0.13; 0.02; 4.49; 0.06;  1e+00;  9e-02;        ;     ;     ;       ;      ; 0.215; 0.006;100.77;-4.6380; 0.0128; 1.00; 0.03; 4.43; 1.22;DR7;Simbad
 271034048653038208;068.71417;+51.47607;163.71;5903; 7; 4.07; 0.02;-0.01; 0.02; 0.02; 0.01; 3.81; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.173; 0.005;164.10;-4.9754; 0.0120; 1.10; 0.02; 6.61; 0.34;DR7;Simbad
 902784778247947776;122.43240;+34.30337;107.08;6065;13; 4.13; 0.03;-0.25; 0.04; 0.06; 0.02; 3.93; 0.04;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.199; 0.006;107.08;-4.7450; 0.0124; 1.06; 0.02; 6.07; 0.36;DR7;Simbad
3794561519633041280;177.80132;-00.71724;132.03;5738;10; 4.53; 0.02;-0.18; 0.03; 0.07; 0.01; 4.39; 0.04;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.207; 0.006;131.82;-4.7154; 0.0129; 0.94; 0.02;11.10; 0.63;DR7;Simbad
3372263494524419328;098.25157;+19.58539;123.98;6312;11; 4.07; 0.03;-0.14; 0.03; 0.04; 0.02; 3.09; 0.04;  4e+00;  7e-02;        ;     ;     ;       ;      ; 0.155; 0.006;124.36;-5.3323; 0.0178; 1.32; 0.04; 2.86; 0.48;DR7;Simbad
 315889626236281984;023.63266;+31.98880;103.30;5921;14; 4.36; 0.03;-0.04; 0.03; 0.02; 0.02; 4.47; 0.11;  1e+00;  4e-02;        ;     ;     ;       ;      ; 0.184; 0.007;103.22;-4.8610; 0.0156; 1.04; 0.02; 3.01; 1.00;DR7;Simbad
2091969344576223872;284.64056;+33.48960;143.14;5948; 9; 4.26; 0.02; 0.15; 0.02; 0.00; 0.01; 3.96; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.183; 0.005;143.65;-4.8721; 0.0114; 1.16; 0.01; 4.24; 0.20;DR7;Simbad
 662210259701989760;127.59387;+18.05790;116.41;6278;14; 4.15; 0.03;-0.41; 0.04; 0.10; 0.02; 3.96; 0.04;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.196; 0.007;116.41;-4.7598; 0.0152; 1.06; 0.02; 3.99; 0.42;DR7;Simbad
1269529355593113856;224.66788;+27.83910;102.49;5764;12; 4.18; 0.03;-0.61; 0.04; 0.21; 0.02; 4.44; 0.04;  1e+00;  3e-02;        ;     ;     ;       ;      ; 0.189; 0.010;102.49;-4.7230; 0.0223; 0.86; 0.02;13.46; 0.56;DR7;Simbad
2106098103350040064;286.35187;+44.37496;142.27;6131;10; 4.14; 0.02; 0.00; 0.03; 0.04; 0.02; 3.44; 0.02;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.180; 0.005;144.56;-4.8998; 0.0108; 1.26; 0.02; 3.45; 0.15;DR7;Simbad
3097092468946657536;124.15493;+06.87654;115.13;6391;13; 4.16; 0.03;-0.20; 0.04; 0.05; 0.02; 3.61; 0.04;  3e+00;  8e-02;        ;     ;     ;       ;      ; 0.210; 0.006;114.63;-4.6602; 0.0127; 1.18; 0.02; 2.52; 0.31;DR7;Simbad
3945431282516419200;186.25708;+16.18882;128.42;5650;11; 4.22; 0.02;-0.25; 0.03; 0.13; 0.01; 4.45; 0.03;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.196; 0.005;127.27;-4.7947; 0.0116; 0.90; 0.02;13.51; 0.77;DR7;Simbad
 818938456758856448;138.49995;+45.33593;164.05;6182; 9; 4.09; 0.02;-0.16; 0.02; 0.06; 0.02; 3.73; 0.08;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.185; 0.004;164.30;-4.8535; 0.0088; 1.20; 0.02; 3.75; 0.16;DR7;Simbad
 867789865757148288;116.08959;+24.08830;177.32;6051; 8; 4.16; 0.02;-0.08; 0.02; 0.03; 0.01; 3.65; 0.03;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.178; 0.004;177.32;-4.9230; 0.0091; 1.16; 0.01; 4.66; 0.14;DR7;Simbad
1561698560353623424;204.39288;+53.35156;118.04;5847;12; 4.32; 0.03;-0.33; 0.03; 0.07; 0.02; 4.44; 0.04;  1e+00;  4e-02;        ;     ;     ;       ;      ; 0.189; 0.006;118.04;-4.8247; 0.0129; 0.92; 0.02; 9.39; 0.62;DR7;Simbad
3386393455889490048;102.09281;+28.82041;118.39;5903;11; 4.13; 0.03;-0.15; 0.03; 0.06; 0.02; 3.78; 0.19;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.210; 0.005;118.23;-4.6832; 0.0106; 1.08; 0.03; 6.76; 0.67;DR7;Simbad
1560815583796895360;206.67977;+52.52414;120.63;6023;12; 4.20; 0.03;-0.36; 0.03; 0.04; 0.02; 4.04; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.177; 0.006;120.63;-4.9318; 0.0139; 0.96; 0.02; 8.45; 0.39;DR7;Simbad
 310951513357569408;015.13026;+28.70590;116.39;6377;14; 4.08; 0.03;-0.20; 0.04; 0.07; 0.02; 3.06; 0.03;  4e+00;  1e-01;        ;     ;     ;       ;      ; 0.192; 0.006;115.89;-4.7903; 0.0135; 1.36; 0.02; 2.48; 0.12;DR7;Simbad
  66504480501421824;057.17563;+23.83401;109.98;6322;14; 4.25; 0.03;-0.29; 0.04; 0.09; 0.02; 3.90; 0.13;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.200; 0.008;109.98;-4.7276; 0.0160; 1.12; 0.02; 2.30; 0.39;DR7;Simbad
 277983271378240384;071.87616;+57.82625;114.14;6219;13; 4.22; 0.03;-0.22; 0.04; 0.08; 0.02; 3.33; 0.02;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.238; 0.005;114.24;-4.5232; 0.0093; 1.26; 0.04; 3.39; 0.54;DR7;Simbad
 368741771498244224;011.48395;+38.97582;155.25;6379;10; 4.19; 0.02;-0.17; 0.03; 0.03; 0.01; 3.66; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.188; 0.004;153.81;-4.8266; 0.0100; 1.18; 0.02; 2.57; 0.26;DR7;Simbad
 871266276708942976;108.53495;+26.05556;110.42;5869;13; 4.19; 0.03; 0.03; 0.03; 0.00; 0.02; 3.87; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.153; 0.005;110.62;-5.2849; 0.0152; 1.14; 0.02; 5.54; 0.43;DR7;Simbad
3343041499114526976;088.99692;+12.22992;113.89;6319;15; 4.05; 0.04;-0.50; 0.04; 0.11; 0.02; 3.45; 0.13;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.189; 0.008;113.85;-4.8198; 0.0180; 1.16; 0.03; 3.95; 0.48;DR7;Simbad
1284013149250400896;216.99256;+29.48184;257.55;6025; 5; 4.16; 0.01;-0.18; 0.01; 0.04; 0.01; 3.81; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.167; 0.004;259.86;-5.0487; 0.0099; 1.06; 0.02; 6.44; 0.41;DR7;Simbad
3808940726541595648;161.59521;+01.50903;100.34;5660;15; 4.22; 0.03;-0.12; 0.04; 0.04; 0.02; 4.45; 0.03;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.159; 0.007;100.13;-5.1688; 0.0178; 0.92; 0.02;12.24; 0.92;DR7;Simbad
 892456275253680000;114.84549;+32.56548;156.01;6345; 9; 4.06; 0.02;-0.29; 0.03; 0.06; 0.01; 3.22; 0.09;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.188; 0.005;155.64;-4.8235; 0.0109; 1.28; 0.02; 2.97; 0.13;DR7;Simbad
1801062688397743360;327.52765;+28.57296;108.81;6339;14; 3.97; 0.04;-0.48; 0.04; 0.15; 0.02; 3.51; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.214; 0.006;108.91;-4.6385; 0.0119; 1.16; 0.02; 3.55; 0.22;DR7;Simbad
3070491606178948608;122.93394;-02.64410;131.03;5906;11; 4.17; 0.03;-0.30; 0.03; 0.07; 0.02; 4.20; 0.11;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.162; 0.006;130.76;-5.1166; 0.0159; 0.98; 0.02; 8.31; 0.42;DR7;Simbad
2130244989306290688;288.05231;+45.66918;122.60;5906;11; 4.23; 0.03;-0.30; 0.03; 0.09; 0.01; 4.07; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.178; 0.006;122.55;-4.9210; 0.0152; 0.98; 0.02; 8.33; 0.52;DR7;Simbad
1521097890905767296;189.83993;+37.44481;102.75;5998;13; 4.20; 0.04;-0.64; 0.04; 0.13; 0.02; 4.68; 0.04;  1e+00;  7e-02;        ;     ;     ;       ;      ; 0.211; 0.006;102.74;-4.5586; 0.0126; 0.86; 0.02;10.59; 0.70;DR7;Simbad
3094119557007775360;121.49532;+03.14258;146.79;5998; 9; 4.13; 0.02;-0.18; 0.02; 0.02; 0.01; 3.87; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.185; 0.005;145.82;-4.8553; 0.0114; 1.06; 0.02; 6.23; 0.56;DR7;Simbad
  66557806815198976;057.39380;+24.36633;108.16;6092;13; 4.28; 0.03;-0.03; 0.03; 0.03; 0.02; 4.12; 0.05;  2e+00;  9e-02;        ;     ;     ;       ;      ; 0.176; 0.007;108.17;-4.9352; 0.0158; 1.12; 0.02; 3.61; 0.51;DR7;Simbad
1502154508151454976;208.61422;+43.53155;101.90;5996;14; 4.24; 0.03;-0.20; 0.04; 0.05; 0.02; 4.20; 0.10;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.189; 0.006;101.89;-4.8164; 0.0128; 1.02; 0.02; 6.61; 0.45;DR7;Simbad
2086313727338522624;297.62587;+46.97193;120.83;5861;11; 4.21; 0.03; 0.00; 0.03; 0.00; 0.01; 4.02; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.219; 0.006;120.76;-4.6373; 0.0119; 1.08; 0.02; 6.85; 0.39;DR7;Simbad
2126773590577571712;291.51171;+45.68889;123.77;6043;11; 4.09; 0.03;-0.46; 0.03; 0.07; 0.02; 3.94; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.172; 0.007;123.97;-4.9862; 0.0184; 0.96; 0.01; 8.21; 0.24;DR7;Simbad
 642775773203401600;150.46384;+25.03235;132.44;6478;12; 3.93; 0.03;-0.31; 0.03; 0.14; 0.02; 3.08; 0.09;  5e+00;  1e-01;        ;     ;     ;       ;      ; 0.228; 0.004;132.44;-4.5573; 0.0085; 1.38; 0.05; 2.36; 0.42;DR7;Simbad
4578275781372449920;271.83159;+23.34318;104.14;5764;13; 4.18; 0.03;-0.42; 0.04; 0.18; 0.02; 4.37; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.179; 0.009;104.14;-4.9199; 0.0206; 0.90; 0.02;11.83; 0.57;DR7;Simbad
3874416575256186496;151.28207;+07.11485;128.02;5778;10; 4.22; 0.02; 0.01; 0.03;-0.01; 0.01; 4.28; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.184; 0.005;128.02;-4.8754; 0.0122; 1.00; 0.01; 8.32; 0.51;DR7;Simbad
2708612672726938240;335.53047;+06.29078;110.05;6098;13; 4.08; 0.03;-0.41; 0.04; 0.11; 0.02; 3.88; 0.02;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.186; 0.008;110.13;-4.8383; 0.0179; 1.02; 0.02; 7.06; 0.54;DR7;Simbad
1274978947541587968;228.30397;+29.13046;134.43;5698; 9; 4.20; 0.02;-0.39; 0.03; 0.22; 0.01; 4.56; 0.09;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.168; 0.005;134.51;-5.0421; 0.0138; 0.88; 0.02;13.11; 0.70;DR7;Simbad
2737058829539565312;338.86301;+18.01626;102.81;6283;14; 4.06; 0.04;-0.45; 0.04; 0.09; 0.02; 3.80; 0.02;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.217; 0.006;102.76;-4.6242; 0.0110; 1.08; 0.03; 4.47; 0.50;DR7;Simbad
3385056003073538176;103.14890;+26.41370;183.90;6424; 8; 3.98; 0.02;-0.24; 0.02; 0.08; 0.01; 3.24; 0.04;  4e+00;  9e-02;        ;     ;     ;       ;      ; 0.196; 0.005;184.45;-4.7593; 0.0100; 1.34; 0.02; 2.47; 0.11;DR7;Simbad
2853681725795410688;000.88073;+26.50486;172.96;6070; 8; 4.18; 0.02;-0.08; 0.02; 0.03; 0.01; 3.76; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.157; 0.005;171.89;-5.2113; 0.0134; 1.14; 0.02; 4.70; 0.39;DR7;Simbad
  66239326399007616;059.11542;+24.58483;101.75;6406;15; 4.09; 0.04;-0.25; 0.04; 0.01; 0.02; 3.02; 0.14;  3e+00;  1e-01;        ;     ;     ;       ;      ; 0.201; 0.006;101.63;-4.7186; 0.0135; 1.24; 0.02; 2.82; 0.19;DR7;Simbad
1511839212726756224;212.50832;+51.00209;124.56;5724;10; 4.19; 0.02;-0.37; 0.03; 0.19; 0.01; 4.25; 0.05;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.167; 0.005;124.43;-5.0436; 0.0128; 0.92; 0.01;11.45; 0.34;DR7;Simbad
 912998519715454080;133.49427;+42.50897;231.55;6379; 7; 4.05; 0.02;-0.26; 0.02; 0.08; 0.01; 3.40; 0.05;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.213; 0.004;232.05;-4.6417; 0.0073; 1.24; 0.01; 2.95; 0.08;DR7;Simbad
 887031246226973696;108.64957;+31.62242;129.24;6044;11; 4.19; 0.03;-0.14; 0.03; 0.04; 0.02; 4.04; 0.06;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.155; 0.006;129.24;-5.2658; 0.0160; 1.06; 0.02; 6.01; 0.35;DR7;Simbad
 895521060837145600;113.93525;+36.01145;165.40;6420;10; 4.06; 0.02;-0.34; 0.03; 0.07; 0.02; 3.31; 0.03;  4e+00;  9e-02;        ;     ;     ;       ;      ; 0.180; 0.006;165.35;-4.9088; 0.0141; 1.26; 0.02; 2.82; 0.10;DR7;Simbad
3368201078233659264;106.49148;+22.39928;102.41;6274;15; 4.10; 0.03; 0.00; 0.04;-0.01; 0.02; 3.09; 0.03;  5e+00;  2e-01;        ;     ;     ;       ;      ; 0.171; 0.009;102.64;-5.0152; 0.0231; 1.40; 0.05; 2.49; 0.46;DR7;Simbad
1585790956061608192;224.53672;+44.38620;106.42;5834;13; 4.27; 0.03;-0.26; 0.04; 0.06; 0.02; 4.10; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.180; 0.006;106.72;-4.9023; 0.0141; 0.98; 0.02; 8.93; 0.50;DR7;Simbad
  18787149025604864;041.84883;+07.40478;139.86;6095;10; 4.30; 0.02;-0.14; 0.03; 0.03; 0.01; 3.62; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.236; 0.005;139.51;-4.5399; 0.0090; 1.16; 0.02; 4.46; 0.16;DR7;Simbad
 659806143167035648;132.29331;+17.38368;107.36;6108;14; 4.33; 0.03;-0.23; 0.04; 0.08; 0.02; 4.29; 0.05;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.187; 0.006;107.36;-4.8318; 0.0147; 1.06; 0.02; 3.42; 0.72;DR7;Simbad
3806661194124010240;161.82043;+01.00357;199.58;5629; 6; 4.34; 0.01; 0.27; 0.02; 0.04; 0.01; 4.21; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.170; 0.004;199.09;-5.0228; 0.0106; 1.08; 0.01; 7.91; 0.45;DR7;Simbad
3413135816356420992;071.66400;+22.84293;108.70;6013;13; 4.09; 0.03;-0.36; 0.04; 0.09; 0.02; 4.13; 0.04;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.168; 0.007;108.70;-5.0337; 0.0187; 0.98; 0.02; 7.70; 0.59;DR7;Simbad
2853696088166057600;000.91680;+26.80804;131.67;6416;11; 4.08; 0.03;-0.37; 0.03; 0.11; 0.02; 3.35; 0.02;  3e+00;  8e-02;        ;     ;     ;       ;      ; 0.179; 0.005;132.54;-4.9196; 0.0129; 1.24; 0.02; 2.92; 0.12;DR7;Simbad
 805356537516198144;152.84564;+41.82990;102.46;6440;15; 4.14; 0.04;-0.23; 0.04; 0.07; 0.02; 3.49; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.198; 0.006;102.89;-4.7409; 0.0133; 1.26; 0.02; 2.26; 0.23;DR7;Simbad
1362125448881866752;261.95476;+46.82562;121.52;6195;12; 4.11; 0.03;-0.11; 0.03; 0.05; 0.02; 3.34; 0.02;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.182; 0.006;121.50;-4.8793; 0.0132; 1.26; 0.04; 3.42; 0.58;DR7;Simbad
2647882011255778432;354.36219;+03.58056;132.65;6213;11; 4.13; 0.03;-0.16; 0.03; 0.05; 0.02; 3.82; 0.03;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.196; 0.006;133.31;-4.7564; 0.0120; 1.12; 0.02; 3.80; 0.25;DR7;Simbad
2104514600447330816;283.54337;+42.01912;141.18;6307;11; 4.16; 0.02;-0.03; 0.03; 0.03; 0.02; 3.65; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.164; 0.005;140.87;-5.1142; 0.0129; 1.22; 0.01; 2.58; 0.25;DR7;Simbad
 969592479141509888;092.87480;+48.24997;152.98;6268;10; 4.11; 0.02;-0.39; 0.03; 0.10; 0.02; 3.80; 0.02;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.182; 0.005;125.18;-4.8834; 0.0125; 1.10; 0.02; 4.55; 0.32;DR7;Simbad
 697752110508796800;144.29923;+31.70312;111.96;5853;13; 4.40; 0.03;-0.11; 0.03; 0.04; 0.02; 4.61; 0.10;  1e+00;  3e-02;        ;     ;     ;       ;      ; 0.183; 0.009;111.96;-4.8775; 0.0208; 0.98; 0.02; 4.87; 0.86;DR7;Simbad
 136265156089920384;043.48896;+31.88970;117.77;6148;12; 4.14; 0.03;-0.28; 0.03; 0.09; 0.02; 3.91; 0.02;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.186; 0.005;117.82;-4.8428; 0.0118; 1.08; 0.02; 4.96; 0.35;DR7;Simbad
1017576953283272960;134.79796;+52.71660;254.08;6047; 5; 4.28; 0.01;-0.38; 0.02; 0.08; 0.01; 4.29; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.173; 0.004;252.15;-4.9762; 0.0099; 0.96; 0.01; 7.30; 0.58;DR7;Simbad
 661307934315134720;129.88323;+19.64917;179.05;6303; 9; 4.14; 0.02;-0.24; 0.02; 0.07; 0.02; 3.62; 0.02;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.187; 0.004;178.82;-4.8347; 0.0102; 1.18; 0.02; 3.12; 0.17;DR7;Simbad
3165545898228480512;114.93264;+15.02452;161.48;5971; 8; 4.16; 0.02;-0.06; 0.02; 0.01; 0.01; 3.81; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.175; 0.004;161.57;-4.9452; 0.0099; 1.10; 0.01; 6.07; 0.31;DR7;Simbad
 649148439520210432;125.36353;+11.54888;167.29;6071; 8; 4.14; 0.02;-0.50; 0.03; 0.11; 0.01; 3.98; 0.04;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.200; 0.005;168.39;-4.7372; 0.0107; 0.96; 0.02; 8.48; 0.44;DR7;Simbad
3093831897277533312;125.87941;+06.55115;220.19;6256; 7; 4.19; 0.02;-0.13; 0.02; 0.06; 0.01; 3.73; 0.01;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.176; 0.005;220.87;-4.9405; 0.0113; 1.18; 0.01; 3.06; 0.16;DR7;Simbad
 334893172895367680;037.60523;+39.36997;131.49;6382;12; 4.11; 0.03;-0.24; 0.03; 0.08; 0.02; 3.59; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.181; 0.005;132.32;-4.9006; 0.0122; 1.20; 0.02; 2.53; 0.24;DR7;Simbad
 581546994310048512;133.42433;+03.86537;103.81;6095;14; 4.16; 0.03;-0.23; 0.03; 0.03; 0.02; 3.88; 0.06;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.185; 0.009;103.75;-4.8498; 0.0203; 1.06; 0.02; 5.95; 0.41;DR7;Simbad
 433979752042257280;043.26729;+45.82925;122.20;6310;12; 4.07; 0.03;-0.45; 0.04; 0.07; 0.02; 3.50; 0.04;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.184; 0.006;122.88;-4.8581; 0.0136; 1.14; 0.03; 4.10; 0.42;DR7;Simbad
 313809625114508800;019.00269;+32.84252;100.36;5917;15; 4.28; 0.03;-0.22; 0.04; 0.07; 0.02; 4.54; 0.04;  1e+00;  5e-02;        ;     ;     ;       ;      ; 0.166; 0.008;100.36;-5.0544; 0.0195; 0.98; 0.02; 4.99; 1.02;DR7;Simbad
2850200500183139968;001.30074;+25.56233;176.87;6008; 8; 4.20; 0.02;-0.06; 0.02; 0.02; 0.01; 4.04; 0.08;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.163; 0.005;177.38;-5.1139; 0.0126; 1.10; 0.02; 5.69; 0.30;DR7;Simbad
 613934307601635840;144.58715;+11.80214;188.69;5608; 7; 4.23; 0.01; 0.01; 0.02; 0.07; 0.01; 4.38; 0.04;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.169; 0.005;188.36;-5.0347; 0.0115; 0.98; 0.01;10.52; 0.44;DR7;Simbad
